,State,City,name,cat,lat,lon,price,rating,review
0,al, montgomery,Spa Elia,Massage,32.34219,-86.16935,$$,5.0,16.0
1,al, montgomery,Pearl Massage,Massage Therapy,32.3327505,-86.1804451,0,4.5,11.0
2,al, montgomery,Hands On Healing,Massage,32.3389123,-86.1943815,$$,5.0,5.0
3,al, montgomery,Natural Healing Acupressure & Massage Therapy,Massage,32.3813204,-86.1793873,$$,4.5,16.0
4,al, montgomery,Sophia European Day Spa & Salon,Nail Salons,32.351923,-86.290809,$$,5.0,5.0
5,al, montgomery,Total Freedom Wellness Spa,Massage,32.4581146240234,-86.4196701049805,$$,5.0,8.0
6,al, montgomery,Lake George Massage and Day Spa,Massage Therapy,43.39171,-73.70555,$,5.0,2.0
7,al, montgomery,Sunny Massage,Massage Therapy,32.3287010192871,-86.2304229736328,0,5.0,1.0
8,al, montgomery,Amplify Salon and Spa,Hair Salons,32.35902,-86.29854,$$,4.0,28.0
9,al, montgomery,Midtown Massage,Massage,32.355999,-86.2643814,0,5.0,1.0
10,al, montgomery,Vital Beauty Bar,Hair Salons,32.37709,-86.31453,$$,4.5,9.0
11,al, montgomery,Indulgence Salon & Spa,Hair Salons,32.459998,-86.475452,$$,4.0,10.0
12,al, montgomery,"Nails, Lash, & Threading",Day Spas,32.3813262,-86.2728325,0,5.0,1.0
13,al, montgomery,Smart Skin Med Spa & Salon,Day Spas,32.4827002712441,-86.4283176627044,$$,4.0,5.0
14,al, montgomery,Bella,Skin Care,32.33993,-86.17263,0,5.0,2.0
15,al, montgomery,Gwen's A Southern Spa,Massage,32.3637542724609,-86.2822570800781,0,5.0,1.0
16,al, montgomery,Pink and White Nail Lounge,Nail Salons,32.3396896293187,-86.1720303560975,$$,4.5,23.0
17,al, montgomery,Mind & Body Holistic Spa,Massage,32.3515558987856,-86.2911929190159,$$,5.0,3.0
18,al, montgomery,MetroFitness,Gyms,32.3409271240234,-86.1741485595703,0,5.0,1.0
19,al, montgomery,AMS Studios,Massage Therapy,32.4598755,-86.4718913,$$,5.0,1.0
0,al, mobile,Elements Massage - Mobile,Massage,30.6843014,-88.2020656993647,$$,4.5,15.0
1,al, mobile,Mountain Massage & Day Spa,Day Spas,30.5232849,-87.8831832,$$,5.0,11.0
2,al, mobile,Spa Blue,Day Spas,30.522268,-87.902258,$$,5.0,8.0
3,al, mobile,Bliss Salon & Day Spa,Hair Salons,30.6956494355808,-88.1468349695206,$$,4.5,10.0
4,al, mobile,Delatorre Day Spa,Day Spas,30.5246259,-87.8649446,$$,4.5,7.0
5,al, mobile,Nouveau On Dauphin,Skin Care,30.68694,-88.10006,$$,4.0,16.0
6,al, mobile,Spa Tea Da,Party & Event Planning,30.640094,-88.138478,0,5.0,2.0
7,al, mobile,Massage Wellness,Reflexology,30.67692,-88.11781,0,4.5,7.0
8,al, mobile,pure life massage and foot care,Massage,30.67346,-88.1904151,0,5.0,5.0
9,al, mobile,Harlow Salon,Makeup Artists,30.6876938045025,-88.0607052147388,$$$,5.0,3.0
10,al, mobile,Recovery Room,IV Hydration,30.67733,-88.14909167,0,5.0,1.0
11,al, mobile,Therapeutic Arts Massage and Bodywork,Massage,30.6607887,-88.2102304,$$,5.0,4.0
12,al, mobile,Island Day Spa,Day Spas,30.67728,-88.1480091,$$,3.5,13.0
13,al, mobile,Greater Mobile Laser & Aesthetic Center,Medical Spas,30.69763,-88.143664,0,5.0,1.0
14,al, mobile,Spring Nails & Spa,Nail Salons,30.6756505409181,-88.0911301510979,$$,5.0,8.0
15,al, mobile,Old Shell Nail & Spa,Nail Salons,30.6963632982519,-88.1450862413464,$$,4.0,8.0
16,al, mobile,Wax'd Day Spa,Waxing,30.65111,-88.14583,$$,3.5,15.0
17,al, mobile,Fountain of Youth,Medical Spas,30.671592,-87.906205,0,4.0,5.0
18,al, mobile,Alabama Healing Arts,Massage Therapy,30.6408199,-88.1886707246,0,5.0,2.0
19,al, mobile,Salon West 54 Hundred,Hair Salons,30.64746,-88.16521,$$,5.0,15.0
0,al, tuscaloosa,Spa Belle La Vie,Day Spas,33.26122,-87.50984,$$,3.5,7.0
1,al, tuscaloosa,Nancy Taylor Skin Therapy & Day Spa,Day Spas,33.22957,-87.5329299,$$$,3.5,18.0
2,al, tuscaloosa,Chancee's Wellness Spa,Massage Therapy,33.1881,-87.526192,0,3.5,6.0
3,al, tuscaloosa,Hydralive Therapy,IV Hydration,33.2083685,-87.5650569,0,4.5,6.0
4,al, tuscaloosa,Tuscaloosa MedSpa,Medical Spas,33.1979751586914,-87.5141372680664,0,5.0,2.0
5,al, tuscaloosa,Professional Massage Therapy,Massage Therapy,33.20024,-87.56482,0,5.0,3.0
6,al, tuscaloosa,Nova Vita Massage Therapy Clinic,Reiki,33.18813,-87.53304,0,5.0,3.0
7,al, tuscaloosa,Gilda's Salon & Day Spa,Day Spas,33.1975517,-87.5356244,$$,3.5,17.0
8,al, tuscaloosa,Massaged Life & Wellness Academy,Massage Therapy,33.19137,-87.492138,0,5.0,1.0
9,al, tuscaloosa,Relax Magic,Massage,33.193904,-87.523826,0,3.5,3.0
10,al, tuscaloosa,Bellagio Nails Spa,Nail Salons,33.2178505,-87.5585386,$$,3.5,39.0
11,al, tuscaloosa,A Grayceful Touch Massage,Massage Therapy,33.117245,-87.552931,$$,5.0,3.0
12,al, tuscaloosa,The Recovery Room - Cryo RTR and JW OMT,Massage Therapy,33.2339195,-87.5358379,0,5.0,1.0
13,al, tuscaloosa,B.A.B.Y. Nail Spa,Nail Salons,33.23652,-87.54996,$$,3.5,37.0
14,al, tuscaloosa,Glam Salon & Blow Dry Bar,Hair Salons,33.2117,-87.56076,0,4.5,4.0
15,al, tuscaloosa,Happiness Nails & Spa,Nail Salons,33.236526030978,-87.5682043798315,$,3.5,8.0
16,al, tuscaloosa,Dustin Wright,Massage Therapy,33.18448,-87.52542,0,5.0,1.0
17,al, tuscaloosa,Image Makers,Nail Salons,33.2087163,-87.5711674,$$,5.0,6.0
18,al, tuscaloosa,Salon Serenity,Hair Salons,33.262909,-87.516316,$$$$,2.5,7.0
19,al, tuscaloosa,New Creations Salon,Nail Salons,33.2313194274902,-87.5341110229492,$$,4.5,23.0
0,ca, los angeles,Spa LA,Day Spas,34.06146,-118.299043,0,4.5,279.0
1,ca, los angeles,Wi Spa,Day Spas,34.0607837764788,-118.282635058861,$$,3.5,3075.0
2,ca, los angeles,Hugh Spa,Day Spas,34.0507202,-118.2921715,$$,4.5,1075.0
3,ca, los angeles,Spa Palace,Day Spas,34.0560864465747,-118.269035971689,$$,3.5,1388.0
4,ca, los angeles,Tomoko Japanese Spa,Massage,34.0661475,-118.399275,$$$$,5.0,261.0
5,ca, los angeles,Hideko Spa,Massage,34.0433206397985,-118.468689210713,$$,4.5,98.0
6,ca, los angeles,Blossom Spa Hollywood,Day Spas,34.0959426,-118.3384756,$$,4.5,532.0
7,ca, los angeles,Larchmont Sanctuary Spa,Day Spas,34.07713,-118.32399,$$,4.5,124.0
8,ca, los angeles,The Raven Spa,Massage,34.10809,-118.26842,$$,4.0,419.0
9,ca, los angeles,Dtox Day Spa,Day Spas,34.123084,-118.268697,$$$,4.5,354.0
10,ca, los angeles,Ole Henriksen Face & Body Spa,Skin Care,34.0921090563275,-118.379567758058,$$$,4.5,238.0
11,ca, los angeles,"The Ritz-Carlton Spa, Los Angeles",Massage,34.0452863053836,-118.266664110867,$$$,4.0,95.0
12,ca, los angeles,rA Organic Spa,Day Spas,34.1811462,-118.309344,$$$,4.5,547.0
13,ca, los angeles,V Spa Korean JimJilBang,Day Spas,34.112824,-118.150172,$$,4.5,42.0
14,ca, los angeles,RB Day Spa,Day Spas,33.93098,-118.21128,$$,4.5,93.0
15,ca, los angeles,Trilogy Spa,Day Spas,33.886101,-118.408424,$$,4.0,313.0
16,ca, los angeles,Desuar Spa,Massage,34.0476902,-118.2505584,$$,4.5,248.0
17,ca, los angeles,Crystal Spa,Day Spas,34.0630683898926,-118.298408508301,$$,3.5,457.0
18,ca, los angeles,Hotel Bel-Air Spa,Day Spas,34.08655,-118.44643,$$$$,4.5,15.0
19,ca, los angeles,Raya Spa,Skin Care,34.08115,-118.37687,$$,4.0,569.0
0,ca, san diego,Eco Chateau-Mission Valley,Day Spas,32.7698334365993,-117.133269309997,$$,4.5,391.0
1,ca, san diego,Urban Calm,Skin Care,32.71304,-117.15679,$$,5.0,165.0
2,ca, san diego,Girl on the Go Wellness Spa,Skin Care,32.714355,-117.140584,$$,5.0,302.0
3,ca, san diego,Alleviating Whispering Waters Day Spa,Day Spas,32.722149,-117.1596224,$$,4.5,184.0
4,ca, san diego,Spa Kingston,Day Spas,32.7287,-117.16055,$$$,4.5,400.0
5,ca, san diego,Cascade Spa,Massage,32.7476448,-117.1605705,$$,4.5,670.0
6,ca, san diego,Therapie Day Spa,Skin Care,32.75171,-117.24658,$$,5.0,303.0
7,ca, san diego,The Hidden Spa,Massage,32.74709,-117.24993,$$,4.5,649.0
8,ca, san diego,Zen Sanctuary,Acupuncture,32.7631911635399,-117.105093374848,$$,5.0,216.0
9,ca, san diego,The Catamaran Spa,Day Spas,32.7892965624855,-117.252607859386,$$$,4.5,139.0
10,ca, san diego,White Rabbit Day Spa,Skin Care,32.76352,-117.1241,$$,5.0,122.0
11,ca, san diego,Aqua Day Spa,Day Spas,32.8249517137764,-117.154255913894,$$,4.0,401.0
12,ca, san diego,Massage Heights Rancho Penasquitos,Skin Care,32.957563,-117.125293,$$,5.0,391.0
13,ca, san diego,La Vie Day Spa,Massage,32.83973,-117.27891,$,5.0,64.0
14,ca, san diego,Fairmont Grand Del Mar Resort & Spa,Day Spas,32.9380621826682,-117.197974884131,$$$$,4.5,135.0
15,ca, san diego,Rainwater Spa,Massage,32.992981,-117.0714,$$,4.5,240.0
16,ca, san diego,EnviouSkin,Day Spas,32.7622214,-117.1464866,$$,4.5,530.0
17,ca, san diego,New Image Skin Care & Spa,Skin Care,32.83462,-117.17449,$$,4.5,189.0
18,ca, san diego,Spa Pendry,Day Spas,32.7093796,-117.1594658,$$$,4.5,47.0
19,ca, san diego,La Jolla Cove Salon & Spa,Nail Salons,32.8481102,-117.2744904,$$,5.0,85.0
0,ca, san francisco,Kabuki Springs & Spa,Day Spas,37.7847114,-122.4324242,$$,4.0,1163.0
1,ca, san francisco,SenSpa,Massage,37.8024805337191,-122.451260313392,$$$,4.5,301.0
2,ca, san francisco,Spa Vitale,Day Spas,37.79383,-122.3934,$$$,4.5,123.0
3,ca, san francisco,Imperial Spa,Day Spas,37.783973,-122.433985,$$,4.0,705.0
4,ca, san francisco,Pearl Spa & Sauna,Day Spas,37.7856868,-122.4290763,$$,5.0,765.0
5,ca, san francisco,Qua The Spa at SOMA GRAND,Massage,37.77844,-122.41232,$$,4.0,290.0
6,ca, san francisco,Luminous Day Spa,Day Spas,37.65517,-122.40871,$$,4.5,297.0
7,ca, san francisco,Earthbody,Massage,37.7761231031466,-122.42604817574,$$$,4.5,504.0
8,ca, san francisco,Spa J'Adore,Day Spas,37.78831,-122.40983,$$,4.0,497.0
9,ca, san francisco,Nob Hill Spa,Day Spas,37.7914644,-122.4121171,$$$,4.0,502.0
10,ca, san francisco,Studio Soothe,Massage,37.7736784,-122.4473901,$$,5.0,297.0
11,ca, san francisco,Cocoon Urban Day Spa,Massage,37.7868162,-122.3942574,$$$,4.0,862.0
12,ca, san francisco,Onsen Bath,Saunas,37.78387,-122.41539,$$,4.0,151.0
13,ca, san francisco,Royal Thai Spa,Day Spas,37.8059549436272,-122.41785270333,$$,4.5,491.0
14,ca, san francisco,Cavallo Point Healing Arts Center & Spa,Day Spas,37.83767,-122.47942,$$$,3.5,155.0
15,ca, san francisco,Spa Radiance,Skin Care,37.79734,-122.43583,$$$,4.0,331.0
16,ca, san francisco,Almonte Spa,Massage,37.8877638348019,-122.526482385178,$$,4.5,127.0
17,ca, san francisco,Nomi Day Spa,Day Spas,37.75425,-122.39114,$$,4.5,54.0
18,ca, san francisco,International Orange Spa,Day Spas,37.7885784,-122.4336786,$$$,4.0,534.0
19,ca, san francisco,Zen Day Spa,Day Spas,37.771447508572,-122.43495938075,$$,4.0,232.0
0,ca, fresno,La Peau Spa,Skin Care,36.8517,-119.80647,$$,5.0,143.0
1,ca, fresno,Muses Day Spa,Day Spas,36.859628,-119.757375,$$$,4.5,112.0
2,ca, fresno,True REST Float Spa,Float Spa,36.8725186,-119.7646599,0,5.0,25.0
3,ca, fresno,Sheer Bliss,Skin Care,36.76782,-119.80394,$$,4.5,95.0
4,ca, fresno,Estancia Day Spa & Salon,Day Spas,36.8523549,-119.7309348,$$,4.5,62.0
5,ca, fresno,Amenities Aveda Spa & Salon,Day Spas,36.809302,-119.807636,$$,4.0,88.0
6,ca, fresno,Chaimontree & Flores Spa,Skin Care,36.791002,-119.7821808,0,4.5,18.0
7,ca, fresno,Thai Day Spa,Massage,36.80736,-119.84753,$$,4.5,95.0
8,ca, fresno,Organisch Spa,Day Spas,36.823559,-119.8258523,$$,4.5,9.0
9,ca, fresno,The Spa,Massage,36.807267,-119.708788,$$,5.0,2.0
10,ca, fresno,The Spa & Hungry Hair Salon,Skin Care,36.8086449,-119.805984,$$$,3.5,96.0
11,ca, fresno,Mind Body & Massage Spa,Day Spas,36.8214507333359,-119.772625722684,$$,4.5,14.0
12,ca, fresno,Luxe Salon & Spa,Skin Care,36.87213,-119.76543,$$$,4.5,20.0
13,ca, fresno,Royal Thai Massage,Massage Therapy,36.810558,-119.7136456,0,5.0,1.0
14,ca, fresno,Therapeutic Mobile Massage By Jenn Guerra,Massage Therapy,36.90783,-119.74999,0,5.0,73.0
15,ca, fresno,Bloom Healing Arts,Massage,36.8098182678223,-119.776611328125,$$,5.0,36.0
16,ca, fresno,Green Lily Massage,Massage Therapy,36.79311,-119.72859,0,5.0,1.0
17,ca, fresno,Suriyo Thai Massge,Massage Therapy,36.85139,-119.80354,0,5.0,28.0
18,ca, fresno,Preen,Hair Salons,36.84525,-119.805855,$$$,4.0,73.0
19,ca, fresno,Relaxing Foot Spa,Massage Therapy,36.838154,-119.82766,0,5.0,18.0
0,ca, sacramento,Asha Urban Baths,Day Spas,38.5582066850206,-121.477445523259,$$,4.5,215.0
1,ca, sacramento,Emperia Wellness & Spa,Day Spas,38.5782001912594,-121.491319164634,$$$,4.5,44.0
2,ca, sacramento,The Honey Throne,Day Spas,38.5860737,-121.4011189,$$,5.0,45.0
3,ca, sacramento,Serenity Spa,Day Spas,38.74298,-121.22823,$$,4.5,226.0
4,ca, sacramento,Spa LaLe,Massage,38.5341328007141,-121.518682000251,$$,4.0,67.0
5,ca, sacramento,Blue Tangerine Spa,Day Spas,38.57482,-121.43488,$$,5.0,26.0
6,ca, sacramento,Sacramento Massage Studio,Massage,38.5758113600872,-121.475622881012,$$,5.0,168.0
7,ca, sacramento,FloatAway Spas,Float Spa,38.59945,-121.41425,0,5.0,99.0
8,ca, sacramento,Heavenly Salt Therapy,Halotherapy,38.56754,-121.463697,$$,4.0,30.0
9,ca, sacramento,Destination Aesthetics,Medical Spas,38.56562,-121.41913,$$$,4.5,280.0
10,ca, sacramento,Esthetics by Jeanette,Day Spas,38.60635,-121.38153,$$,4.5,226.0
11,ca, sacramento,The Spa Simply Skin,Skin Care,38.644453,-121.148091,$$,4.5,233.0
12,ca, sacramento,Arden Hills Athletic & Social Club,Day Spas,38.5880399310225,-121.355195066132,$$$,3.5,366.0
13,ca, sacramento,Now +  Zen Acupuncture,Acupuncture,38.574803,-121.46565083,0,5.0,2.0
14,ca, sacramento,All Seasons Day Spa,Day Spas,38.56879,-121.4717,$$,5.0,15.0
15,ca, sacramento,Spa At Thunder Valley,Massage,38.8403761486615,-121.313781738281,$$,3.5,114.0
16,ca, sacramento,Happy Day Spa,Day Spas,38.50111,-121.431,$$,3.5,402.0
17,ca, sacramento,Dolce Vita Day Spa,Day Spas,38.7228233,-121.2080366,$$$,4.0,73.0
18,ca, sacramento,Le Blanc Day Spa,Skin Care,38.6428093,-121.518919,$$,4.5,54.0
19,ca, sacramento,Spa De Beauté,Day Spas,38.5105340927839,-121.541649475694,$$,5.0,24.0
0,ca, riverside,The Spa At Canyon Crest,Day Spas,33.956924,-117.332212,$$,4.5,69.0
1,ca, riverside,Kelly's Spa,Day Spas,33.9832025258605,-117.373037921735,$$$,4.0,227.0
2,ca, riverside,The Lux Day Spa,Day Spas,33.94586,-117.40269,$$,4.5,65.0
3,ca, riverside,Massage Trilogy - Riverside,Skin Care,33.9561158417644,-117.329961253568,$$,4.5,71.0
4,ca, riverside,Skin Spa,Day Spas,33.94273,-117.39279,$$,5.0,51.0
5,ca, riverside,Salt Oasis,Medical Spas,34.107327,-117.54393,$$,5.0,139.0
6,ca, riverside,Healing Ways Spa,Day Spas,33.9491,-117.39713,$$,5.0,15.0
7,ca, riverside,Spa of the Pines,Massage Therapy,34.25165,-117.19234,0,4.5,6.0
8,ca, riverside,Serenity Thai Massage,Massage,33.9497903,-117.397304,$$,4.5,124.0
9,ca, riverside,7 and Rose Nail Salon & Spa,Nail Salons,33.94564,-117.410191,$$,4.5,229.0
10,ca, riverside,Time 2 Relax Day Spa,Day Spas,33.93893,-117.549148,$$,4.5,70.0
11,ca, riverside,Float State,Float Spa,33.813241,-117.508102,$$,5.0,80.0
12,ca, riverside,Massage Green Spa,Massage Therapy,33.9603145,-117.3923368,$$,4.0,146.0
13,ca, riverside,Derma Spa,Day Spas,33.91871,-117.44537,$$,4.5,46.0
14,ca, riverside,European Skin Care & Holistic Center,Skin Care,33.94303,-117.40574,$$,4.5,52.0
15,ca, riverside,Harvard Garden Day Spa,Skin Care,34.1063349263159,-117.716635693091,$$,4.5,103.0
16,ca, riverside,Simmer Down Day Spa,Skin Care,33.9614497513579,-117.391218356788,$$,5.0,31.0
17,ca, riverside,Veronica Margo Spa,Day Spas,33.93564,-117.27444,0,5.0,4.0
18,ca, riverside,International Day Spa,Day Spas,34.0513381958008,-117.179168701172,$$,4.5,108.0
19,ca, riverside,Pure Daily Bliss Day Spa,Skin Care,33.8989859431682,-117.542822679098,$$,4.0,268.0
0,ca, san bernardino,Spa of the Pines,Massage Therapy,34.25165,-117.19234,0,4.5,6.0
1,ca, san bernardino,Sunny Day Spa,Day Spas,34.089328,-117.295085,$,4.0,85.0
2,ca, san bernardino,International Day Spa,Day Spas,34.0513381958008,-117.179168701172,$$,4.5,108.0
3,ca, san bernardino,Blue Ocean Massage,Massage,34.175145,-117.330406,0,5.0,1.0
4,ca, san bernardino,Del Rosa Massage,Massage,34.14546,-117.25282,$$,4.0,48.0
5,ca, san bernardino,Kelly's Spa,Day Spas,33.9832025258605,-117.373037921735,$$$,4.0,227.0
6,ca, san bernardino,Bellissima Aveda Spa,Massage,34.0567,-117.17968,$$,4.5,45.0
7,ca, san bernardino,Mountain Massage Therapy,Massage Therapy,34.26615,-117.168723,0,5.0,12.0
8,ca, san bernardino,Redlands Cryo Spa,Day Spas,34.0686912536621,-117.206192016602,$$,4.5,36.0
9,ca, san bernardino,Cloud 9 Medi Spa,Medical Spas,34.06868,-117.217,$$,4.5,71.0
10,ca, san bernardino,Pure Daily Bliss Day Spa,Skin Care,33.8989859431682,-117.542822679098,$$,4.0,268.0
11,ca, san bernardino,Nonaca Healing,Reiki,34.2510766,-117.1896306,0,5.0,13.0
12,ca, san bernardino,Metropolitan Oasis Medical Aesthetic Center and Spa,Medical Spas,34.136302,-117.299489,$$,3.5,18.0
13,ca, san bernardino,Blue Jay Day Spa,Day Spas,34.2460499,-117.21007,$$,4.5,16.0
14,ca, san bernardino,Laura's Wellness Spa Facial & Body Care,Skin Care,34.05624,-117.1889,$$,4.5,14.0
15,ca, san bernardino,Arbor Vitae Life Spa,Skin Care,34.05663,-117.17476,$,5.0,36.0
16,ca, san bernardino,Trendsetter Salon & Day Spa,Nail Salons,34.107909,-117.194551,$$,4.5,190.0
17,ca, san bernardino,Hospitality Skin Spa & Aesthetics,Day Spas,34.0626032,-117.2171317,$$,4.5,39.0
18,ca, san bernardino,Elizabeth's Natural Wellness & Beauty,Massage Therapy,34.065451,-117.285886,0,4.5,10.0
19,ca, san bernardino,Ancient Thai Massage,Massage,34.0657,-117.18285,$$,4.5,144.0
0,ca, orange,The Gardens Wellness Spa,Skin Care,33.8090051,-117.8442299,$$,4.5,313.0
1,ca, orange,Bodycentre Wellness Suites,Day Spas,33.8359819317668,-117.837563292625,$$,4.5,180.0
2,ca, orange,Facial Cafe,Skin Care,33.8227881,-117.8354609,$$,4.5,118.0
3,ca, orange,Awaken Float Lounge,Massage Therapy,33.8350949,-117.8371919,0,5.0,137.0
4,ca, orange,Montanya Spa,Day Spas,33.76232,-117.8684,$$,4.5,108.0
5,ca, orange,Burke Williams Day Spa,Skin Care,33.78324,-117.89294,$$$,4.0,592.0
6,ca, orange,Spa Aesthetica,Laser Hair Removal,33.781357,-117.868369,$$,4.5,139.0
7,ca, orange,Massage Circle,Massage,33.80878,-117.83614,$,4.0,205.0
8,ca, orange,Club Skin Gym,Skin Care,33.814161,-117.8216457,0,5.0,84.0
9,ca, orange,Spatacular,Massage,33.7887328949148,-117.815660915344,$$,4.0,76.0
10,ca, orange,Skinsations Spa,Skin Care,33.7615001,-117.8293649,$$$,4.0,102.0
11,ca, orange,Le Petit Skin,Skin Care,33.775613,-117.8654174,$$,4.5,119.0
12,ca, orange,Petite Spa,Day Spas,33.7877651,-117.8713504,$$,4.0,4.0
13,ca, orange,Body Therapy Center,Massage,33.78816,-117.84172,$,4.5,131.0
14,ca, orange,Orange Day Spa,Massage,33.79047,-117.835224,$$,4.0,16.0
15,ca, orange,Nature Spa & Massage,Massage,33.7952133,-117.8355451,0,4.0,22.0
16,ca, orange,BodyCentre Fullerton,Massage,33.87059,-117.9346,$$,4.5,537.0
17,ca, orange,Tokyo Shiatsu,Massage Therapy,33.8207839266629,-117.836929538098,0,4.5,190.0
18,ca, orange,Bodycentre Wellness Suites,Day Spas,33.853974,-117.815197,$$,4.5,246.0
19,ca, orange,Zianna Day Spa,Massage,33.8519794993847,-117.792447030094,$$,4.5,56.0
0,ca, santa clara,Saigon Spa,Day Spas,37.323756,-121.981038,$$,4.0,165.0
1,ca, santa clara,Green Healthy Massage,Massage,37.3753062,-121.9600578,$,4.0,257.0
2,ca, santa clara,TrioSpa,Massage,37.344389,-121.930479,$$,4.5,267.0
3,ca, santa clara,Silver Sea Day Spa,Day Spas,37.310378,-121.917427,$$,4.5,315.0
4,ca, santa clara,Family Medical Health Center,Day Spas,37.32473,-121.96938,$$,3.5,147.0
5,ca, santa clara,Touch To Heal Spa,Massage,37.285765,-121.950075,$$,4.5,106.0
6,ca, santa clara,OrangeTwist - Santa Clara,Medical Spas,37.3822151,-121.9755475,$$$,4.0,42.0
7,ca, santa clara,Verde Touch,Massage,37.39514,-122.10374,$$,5.0,155.0
8,ca, santa clara,Slice of Heaven Day Spa,Day Spas,37.31165,-121.90376,$$,5.0,96.0
9,ca, santa clara,Ritual Day Spa,Day Spas,37.2872798144817,-121.943513453007,$$,4.5,95.0
10,ca, santa clara,Day Dream Therapy,Saunas,37.32641,-121.91538,0,5.0,226.0
11,ca, santa clara,Plearn Massage Center,Reflexology,37.38287,-121.99508,0,4.5,26.0
12,ca, santa clara,Rose Garden Foot Spa,Massage,37.3528519,-121.9872284,$$,4.5,12.0
13,ca, santa clara,Amazing Foot Spa,Massage,37.351826338431,-121.982098803821,$,4.0,283.0
14,ca, santa clara,Dynasty Health Spa,Massage,37.3521751,-121.9745598,$,3.5,224.0
15,ca, santa clara,Vive la Vie Massage,Reflexology,37.33929,-121.97768,$$,3.5,133.0
16,ca, santa clara,Sachs Day Spa,Massage,37.3039712,-121.8978854,$$,4.5,91.0
17,ca, santa clara,Sol Tan Salon,Spray Tanning,37.29737,-121.91407,$$,5.0,134.0
18,ca, santa clara,Elements Massage - Sunnyvale,Massage Therapy,37.368167,-122.0357171,$$,4.5,143.0
19,ca, santa clara,Oasis Thai Spa,Massage Therapy,37.283,-121.93253,0,5.0,70.0
0,ca, ventura,Coastal Skin Care,Day Spas,34.281958,-119.294364,$$,5.0,83.0
1,ca, ventura,Twin Palms Health and Beauty,Skin Care,34.275635,-119.2569311,$$,5.0,50.0
2,ca, ventura,Orange Health Spa,Massage Therapy,34.2485311,-119.1956117,$,4.5,54.0
3,ca, ventura,Plush Med Spa,Medical Spas,34.2169928,-119.0423428,$$,4.5,57.0
4,ca, ventura,Vie the Spa,Day Spas,34.2191828,-119.0425832,$$,4.5,39.0
5,ca, ventura,Pure Skin Wellness Spa,Skin Care,34.256733,-119.233244,$$,5.0,11.0
6,ca, ventura,The Sauna Studio,Massage,34.27329,-119.249,$$,5.0,23.0
7,ca, ventura,Ventura Float Center,Massage,34.2544860839844,-119.218551635742,$$,4.5,20.0
8,ca, ventura,Ventura Skin Care,Skin Care,34.2601609,-119.236956,$$,5.0,11.0
9,ca, ventura,Embassy Suites Mandalay Beach Resort Spa,Day Spas,34.1787195423371,-119.235485572892,$$$$,4.5,7.0
10,ca, ventura,Sweet Surrender Day Spa,Day Spas,34.279036,-119.2754644,$$,4.5,12.0
11,ca, ventura,Embody Wellness,Massage,34.2603547,-119.2421889,$$,5.0,57.0
12,ca, ventura,Beauty Lounge Medspa + Wellness,Day Spas,34.2164404,-119.0371104,$$,5.0,47.0
13,ca, ventura,Haven,Massage,34.28173,-119.2965,0,4.5,14.0
14,ca, ventura,Relax'N Spa Massage,Massage Therapy,34.27726,-119.21208,0,4.0,55.0
15,ca, ventura,The Zen Stop,Massage,34.2795000714043,-119.289822020068,$$,4.5,13.0
16,ca, ventura,Kathrine Heinzman Skin & Body Care Centre,Day Spas,34.26884,-119.245916,$$,5.0,6.0
17,ca, ventura,A Secret Place Salon & Day Spa,Skin Care,34.278155,-119.271784,$$,4.5,62.0
18,ca, ventura,Sun Spa & Massage,Massage,34.2627352105782,-119.238109179099,$,4.0,57.0
19,ca, ventura,Ventura Chiropractic,Chiropractors,34.2610428,-119.2137754,0,5.0,36.0
0,ca, san mateo,Kanna Spa,Massage,37.54643,-122.3118,$$,4.5,284.0
1,ca, san mateo,Water Lounge Spa,Day Spas,37.54404,-122.30561,$$,3.5,524.0
2,ca, san mateo,Spa Muku,Day Spas,37.53113,-122.2886,$,4.0,58.0
3,ca, san mateo,AvantGard Spa,Skin Care,37.498779296875,-122.251319885254,$$$,4.5,243.0
4,ca, san mateo,Les Amis - Salon et Spa,Hair Salons,37.5200863,-122.3375582,$$,5.0,278.0
5,ca, san mateo,The Estheticians,Massage,37.571,-122.33172,$$,4.5,220.0
6,ca, san mateo,Elements Massage - San Mateo,Massage,37.5631871,-122.3242473,$$,4.5,143.0
7,ca, san mateo,Bua Thai Wellness Center,Massage,37.5297322,-122.290925,$$,4.5,231.0
8,ca, san mateo,Glow Skin & Body,Skin Care,37.55485,-122.31092,$$,4.5,219.0
9,ca, san mateo,Ananya Thai Massage Wellness and Spa,Massage Therapy,37.5439246,-122.3061872,0,4.0,141.0
10,ca, san mateo,Y Salon & Spa,Hair Salons,37.56462,-122.3242372,$$,5.0,191.0
11,ca, san mateo,Rebeccana Day Spa,Day Spas,37.49891,-122.25185,$$,5.0,61.0
12,ca, san mateo,Oceanic Foot Spa,Massage,37.5450117,-122.2706453,$,4.0,552.0
13,ca, san mateo,Izumi Spa,Massage Therapy,37.531213,-122.291564,0,4.0,71.0
14,ca, san mateo,Shamrock Day Spa,Massage,37.56725,-122.32543,$$,4.0,68.0
15,ca, san mateo,La Estetica Wellness Spa,Day Spas,37.5728171,-122.3330663,$$,5.0,43.0
16,ca, san mateo,Sanctuary Spa At Bay Club Redwood Shores,Skin Care,37.5191116333008,-122.251182556152,$$$,4.5,30.0
